City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,nakanojo,36.5833,138.85,66.92,68,100,10.56,JP,1682064748
371,fukue,32.6881,128.8419,66.56,72,75,18.41,JP,1682064979
372,mehamn,71.0357,27.8492,33.75,64,100,17.27,NO,1682064980
373,trinidad,-14.8333,-64.9,64.65,83,100,3.94,BO,1682064980
374,mocuba,-16.8392,36.9856,81.64,67,1,3.02,MZ,1682064980
375,resistencia,-27.4606,-58.9839,53.1,92,0,4.92,AR,1682064738
376,khash,28.2211,61.2158,79.77,8,2,7.92,IR,1682064913
377,moirang,24.5,93.7667,82.45,24,97,11.1,IN,1682064981
378,tiksi,71.6872,128.8694,12.16,91,100,14.29,RU,1682064715
379,mareeba,-17.0,145.4333,75.92,72,45,5.91,AU,1682064981
380,shache,38.4167,77.2406,58.96,32,100,3.51,CN,1682064982
381,bonoua,5.2741,-3.595,82.02,78,74,4.79,CI,1682064982
382,anchorage,61.2181,-149.9003,40.68,68,0,4.61,US,1682064713
383,manta,-0.95,-80.7333,76.78,94,100,2.3,EC,1682064743
384,santa vitoria do palmar,-33.5189,-53.3681,54.3,93,5,4.88,BR,1682064983
385,umm kaddadah,13.6017,26.6876,97.95,6,0,18.66,SD,1682064983
386,mananara,-16.1667,49.7667,81.77,74,85,4.43,MG,1682064983
387,whitehorse,60.7161,-135.0538,29.17,93,20,3.44,CA,1682064820
388,mendi,-6.1761,143.6513,59.7,98,94,1.99,PG,1682064984
389,methoni,36.8197,21.7049,68.22,62,100,3.8,GR,1682064984
390,pitimbu,-7.4706,-34.8086,75.79,74,100,7.67,BR,1682064984
391,dawei,14.0833,98.2,91.53,55,5,11.23,MM,1682064984
392,otaru,43.1894,141.0022,51.58,56,13,25.86,JP,1682064846
393,alta floresta,-9.8756,-56.0861,69.66,99,99,3.04,BR,1682064986
394,brae,60.3964,-1.353,47.93,79,7,2.13,GB,1682064819
395,elizabeth city,36.2946,-76.2511,65.05,75,0,8.05,US,1682064986
396,lengshuitan,26.4111,111.5956,81.79,72,59,4.88,CN,1682064987
397,quatre cocos,-20.2078,57.7625,84.31,74,16,12.37,MU,1682064987
398,korla,41.7597,86.1469,63.37,21,100,8.86,CN,1682064789
399,mildura,-34.2,142.15,69.08,55,0,8.39,AU,1682064690
400,vardo,70.3705,31.1107,33.78,86,75,18.41,NO,1682064988
401,poum,-20.2333,164.0167,79.32,79,57,12.1,NC,1682064989
402,lagoa vermelha,-28.2086,-51.5258,42.66,95,0,3.42,BR,1682064989
403,narsaq,60.9167,-46.05,30.42,78,95,6.02,GL,1682064840
404,saint anthony,45.0205,-93.218,38.82,88,100,12.66,US,1682064797
405,college,64.8569,-147.8028,36.21,73,20,3.44,US,1682064990
406,morondava,-20.2833,44.2833,82.53,64,0,2.46,MG,1682064816
407,sabancuy,18.9667,-91.1833,77.25,71,3,7.85,MX,1682064990
408,atar,20.5169,-13.0499,75.72,22,100,7.36,MR,1682064990
409,mumbwa,-14.9783,27.0619,78.85,46,6,5.73,ZM,1682064991
410,nome,64.5011,-165.4064,19.47,73,0,0.0,US,1682064783
411,sirur,18.8333,74.3833,96.21,16,0,7.36,IN,1682064991
412,udachnyy,66.4167,112.4,23.88,73,96,11.63,RU,1682064794
413,labuhan,-6.8844,112.2051,85.6,68,20,5.46,ID,1682064992
414,clarksville,36.5298,-87.3595,66.07,85,75,0.0,US,1682064765
415,taikang,46.8333,124.4167,48.69,14,84,22.48,CN,1682064938
416,bentiu,9.2333,29.8333,101.07,7,21,5.5,SS,1682064992
417,novokizhinginsk,51.6115,109.5917,32.85,27,100,6.29,RU,1682064993
418,iqaluit,63.7506,-68.5145,23.7,92,99,5.01,CA,1682064694
419,bambanglipuro,-7.95,110.2833,84.87,73,92,14.7,ID,1682064993
420,harper,4.375,-7.7169,78.69,87,100,6.67,LR,1682064822
421,kiama,-34.6833,150.8667,66.0,72,0,1.01,AU,1682064993
422,talakan,50.3167,130.3667,39.52,64,100,10.94,RU,1682064994
423,monrovia,6.3005,-10.7969,76.77,86,100,9.28,LR,1682064994
424,zakamensk,50.3741,103.2863,35.13,18,100,4.16,RU,1682064994
425,muyezerskiy,63.9333,31.65,37.36,99,100,5.37,RU,1682064995
426,yen bai,21.7,104.8667,95.92,45,33,3.67,VN,1682064995
427,iberia,29.9502,-91.7507,71.96,83,0,6.91,US,1682064995
428,soyo,-6.1349,12.3689,79.18,79,100,0.83,AO,1682064995
429,necochea,-38.5473,-58.7368,56.37,62,65,12.97,AR,1682064795
430,suntar,62.1444,117.6319,32.74,74,69,9.42,RU,1682064996
431,san cristobal,7.7669,-72.225,66.96,82,100,1.45,VE,1682064996
432,nizhniy kuranakh,58.8353,125.4869,30.65,81,100,10.33,RU,1682064996
433,wake forest,35.9799,-78.5097,65.62,76,0,5.75,US,1682064996
434,miri,4.4148,114.0089,89.74,66,40,9.22,MY,1682064997
435,adeje,28.1227,-16.726,68.32,82,40,3.44,ES,1682064700
436,ucluelet,48.9329,-125.5528,44.1,93,100,4.45,CA,1682064997
437,waingapu,-9.6567,120.2641,82.31,65,100,9.84,ID,1682064998
438,isangel,-19.55,169.2667,79.23,79,16,8.34,VU,1682064930
439,lazaro cardenas,17.9583,-102.2,78.37,67,89,3.2,MX,1682064730
440,barra do corda,-5.5,-45.25,71.67,98,100,2.91,BR,1682064999
441,iguatu,-6.3594,-39.2986,70.63,99,100,1.9,BR,1682064880
442,mbini,1.574,9.6134,74.82,92,100,2.91,GQ,1682064999
443,vila franca do campo,37.7167,-25.4333,57.61,74,100,13.71,PT,1682064999
444,onega,63.9061,38.1404,35.28,98,100,6.38,RU,1682065000
445,ljubinje,42.9508,18.0886,61.43,59,90,1.72,BA,1682065000
446,haverhill,42.7762,-71.0773,45.32,79,0,9.22,US,1682065000
447,marquette,46.5333,-87.6335,39.78,95,100,8.01,US,1682065002
448,ulaangom,49.9811,92.0667,36.16,27,3,8.16,MN,1682065002
449,smithers,54.7804,-127.1743,39.52,81,100,3.44,CA,1682065002
450,severnyy-kospashskiy,59.0925,57.8008,49.32,46,85,8.48,RU,1682065003
451,rolla,37.9514,-91.7713,50.23,76,0,4.61,US,1682064999
452,ayagoz,47.9714,80.4392,48.06,32,26,10.29,KZ,1682065003
453,shamkhal,43.0596,47.3373,68.02,54,6,28.21,RU,1682065004
454,urumqi,43.801,87.6005,58.15,17,0,6.71,CN,1682064934
455,aloleng,16.1307,119.7824,85.24,70,100,5.77,PH,1682065004
456,zheshart,62.0731,49.5733,35.82,98,100,3.58,RU,1682065005
457,gay,51.4666,58.4552,61.32,36,100,11.32,RU,1682065005
458,chingirlau,51.095,54.0814,62.46,26,100,16.11,KZ,1682065005
459,touros,-5.1989,-35.4608,77.81,81,100,8.16,BR,1682065005
460,ixtapa,20.7,-105.2,68.31,66,15,0.96,MX,1682065006
461,acapulco,16.8634,-99.8901,80.42,74,20,6.91,MX,1682065006
462,cochrane,51.1834,-114.4687,30.2,79,100,12.66,CA,1682064915
463,san carlos,9.6612,-68.5827,78.24,70,100,2.84,VE,1682064897
464,urucara,-2.5364,-57.76,73.58,99,45,2.35,BR,1682065006
465,whitianga,-36.8333,175.7,65.37,92,100,12.57,NZ,1682064672
466,paita,-5.0892,-81.1144,77.58,80,100,11.18,PE,1682064813
467,inuvik,68.3499,-133.7218,20.26,86,100,8.05,CA,1682065007
468,mago,53.2514,140.1822,33.4,85,100,9.8,RU,1682065007
469,esperance,-33.8667,121.9,73.18,41,0,3.18,AU,1682064777
470,nnewi,6.0199,6.9148,80.51,80,100,6.24,NG,1682065008
471,redlands,34.0556,-117.1825,67.35,39,0,1.01,US,1682065008
472,vaitape,-16.5167,-151.75,82.74,79,100,17.65,PF,1682065008
473,mount pleasant,32.7941,-79.8626,64.0,96,0,0.0,US,1682065008
474,bada,51.392,109.8717,33.21,26,100,7.0,RU,1682065009
475,mahibadhoo,3.7833,72.9667,83.61,69,19,2.08,MV,1682064994
476,zhanaozen,43.3,52.8,75.88,9,97,28.43,KZ,1682065009
477,dubrovka,53.6907,33.5071,56.44,43,11,15.3,RU,1682065009
478,verkhnetulomskiy,68.6073,31.7962,37.53,85,100,7.25,RU,1682065009
479,ust-nera,64.5667,143.2,30.6,89,100,5.57,RU,1682065010
480,hobyo,5.3505,48.5268,86.7,60,100,9.08,SO,1682065011
481,novyy urengoy,66.0833,76.6333,31.98,100,100,10.8,RU,1682065011
482,bakchar,57.0186,82.0711,46.72,41,71,9.22,RU,1682064865
483,am timan,11.0297,20.2827,98.33,13,0,6.06,TD,1682065012
484,novyy nekouz,57.9029,38.07,45.3,69,92,4.7,RU,1682065012
485,srikakulam,18.3,83.9,95.86,40,0,10.38,IN,1682065012
486,porlamar,10.958,-63.8491,78.89,94,98,12.66,VE,1682064989
487,buala,-8.145,159.5921,81.39,78,99,5.77,SB,1682064922
488,bairiki,1.3292,172.9752,84.2,79,20,4.61,KI,1682065014
489,mbandaka,0.0487,18.2603,71.44,96,100,7.0,CD,1682065014
490,saint-georges,12.0564,-61.7485,80.28,83,75,17.27,GD,1682064907
491,rensvik,63.1,7.8167,48.47,76,20,2.3,NO,1682065014
492,talca,-35.4333,-71.6667,54.21,91,100,3.74,CL,1682065015
493,bac lieu,9.285,105.7244,88.74,62,100,11.56,VN,1682064907
494,bratsk,56.1325,101.6142,28.89,50,100,7.9,RU,1682064745
495,hualmay,-11.0964,-77.6139,72.95,86,100,9.26,PE,1682064817
496,williston,48.147,-103.618,27.34,89,100,5.99,US,1682065016
497,zalantun,48.0,122.7167,44.74,14,100,23.06,CN,1682064803
498,mananjary,-21.2167,48.3333,82.74,66,0,6.58,MG,1682065016
499,manitouwadge,49.1215,-85.8403,31.37,93,100,14.05,CA,1682065016
500,shihezi,44.3,86.0333,58.98,18,1,9.06,CN,1682065016
501,rawson,-43.3002,-65.1023,64.74,46,80,16.35,AR,1682064810
502,tilichiki,60.4667,166.1,24.21,89,94,6.4,RU,1682064815
503,palembang,-2.9167,104.7458,84.29,89,75,2.3,ID,1682064987
504,gushikawa,26.3544,127.8686,74.62,78,75,13.8,JP,1682065017
505,oranjemund,-28.55,16.4333,60.4,58,0,8.1,NA,1682065017
506,tommot,58.9564,126.2925,31.53,80,100,10.25,RU,1682065018
507,bandar,2.05,99.75,87.89,64,99,3.78,ID,1682065018
508,moerai,-22.4333,-151.3333,78.78,83,100,33.93,PF,1682065018
509,versalles,48.8,2.1333,47.23,83,100,4.61,FR,1682065018
510,lavrentiya,65.5833,-171.0,16.16,94,33,5.08,RU,1682064792
511,west bay,19.3667,-81.4167,78.01,84,3,8.97,KY,1682064775
512,nampula,-15.1165,39.2666,80.55,69,20,6.91,MZ,1682065019
513,antofagasta,-23.65,-70.4,60.08,83,0,1.92,CL,1682065019
514,mnogovershinnyy,53.9353,139.9242,28.54,94,100,8.97,RU,1682065020
515,eyl,7.9803,49.8164,87.08,56,10,10.51,SO,1682065020
516,nerang,-27.9833,153.3333,71.58,74,92,13.02,AU,1682064805
517,moyale,3.5167,39.0584,80.01,55,78,8.23,KE,1682065020
518,muroto,33.2833,134.15,67.24,72,100,7.36,JP,1682064788
519,borujerd,33.8973,48.7516,70.03,24,0,16.11,IR,1682064901
520,jibuti,11.5,42.5,84.96,52,6,17.25,DJ,1682064914
521,jurm,36.8648,70.8342,56.35,40,100,5.01,AF,1682065021
522,luanda,-8.8368,13.2343,80.6,83,75,4.61,AO,1682065022
523,providencia,28.7167,-111.5833,67.1,29,0,9.37,MX,1682065023
524,albacete,38.8333,-2.0,65.19,39,0,1.14,ES,1682065023
525,vila velha,-20.3297,-40.2925,73.35,79,75,11.5,BR,1682064767
526,morant bay,17.8815,-76.4093,80.22,81,18,4.54,JM,1682065023
527,yar-sale,66.8333,70.8333,31.95,97,94,8.88,RU,1682065024
528,kysyl-syr,63.8986,122.7617,27.1,86,100,8.34,RU,1682065024
529,kangaatsiaq,68.3065,-53.4641,18.14,80,100,8.3,GL,1682065025
530,krasnyy yar,46.5331,48.3456,62.53,25,99,21.09,RU,1682065025
531,grande prairie,55.1667,-118.8027,32.18,64,20,13.8,CA,1682064957
532,sambava,-14.2667,50.1667,83.46,68,100,8.86,MG,1682065026
533,batemans bay,-35.7167,150.1833,62.1,74,0,0.81,AU,1682065026
534,salinas,36.6777,-121.6555,53.73,73,0,3.44,US,1682065027
535,limulunga,-15.0969,23.1376,78.58,47,89,6.42,ZM,1682065027
536,pacific grove,36.6177,-121.9166,53.02,80,0,1.01,US,1682065028
537,chajul,15.4853,-91.0342,53.64,76,92,4.14,GT,1682065028
538,chapais,49.7834,-74.8492,24.58,99,99,2.48,CA,1682065029
539,chipata,-13.6333,32.65,74.16,67,4,4.25,ZM,1682065029
540,san quintin,30.4833,-115.95,60.22,72,0,4.92,MX,1682064800
541,bardiyah,31.7561,25.0865,65.82,52,54,6.31,LY,1682065029
542,sisimiut,66.9395,-53.6735,27.07,61,100,7.14,GL,1682064780
543,kieta,-6.2167,155.6333,80.58,82,95,6.26,PG,1682064797
544,oparino,59.8518,48.2783,47.97,56,88,5.03,RU,1682065030
545,kedrovyy,56.1667,91.8167,36.01,82,100,8.48,RU,1682065030
546,koumac,-20.5667,164.2833,78.1,83,75,9.48,NC,1682065031
547,sigli,5.3848,95.9609,86.18,67,100,5.84,ID,1682065031
548,mazatlan,23.2167,-106.4167,71.91,93,0,1.99,MX,1682065031
